date,296---224---pool22-300-128,415---224---pool22-300-128,116---168---pool32-2600-3072,431---224---pool22-300-128,49---128---pool22-300-128,20---168---pool30-1800-2048,83---346---pool23-400-256,10---134---pool22-300-128
2016-07-01 00:00:00,10949.0,520.0,334.0,0.0,17.0,0.0,54.0,1.0
2016-07-01 00:05:00,17080.0,748.0,315.0,4.0,8.0,1.0,9.0,2.0
2016-07-01 00:10:00,28264.0,1777.0,347.0,534.0,8.0,5.0,16.0,9.0
2016-07-01 00:15:00,34482.0,971.0,297.0,121.0,9.0,1.0,21.0,17.0
2016-07-01 00:20:00,37851.0,2190.0,337.0,641.0,4.0,15.0,9.0,12.0
2016-07-01 00:25:00,33659.0,381.0,297.0,391.0,26.0,14.0,15.0,14.0
2016-07-01 00:30:00,37262.0,1678.0,412.0,231.0,18.0,1.0,13.0,10.0
2016-07-01 00:35:00,53642.0,2870.0,526.0,530.0,20.0,4.0,7.0,12.0
2016-07-01 00:40:00,56225.0,3005.0,492.0,319.0,18.0,9.0,11.0,18.0
2016-07-01 00:45:00,44406.0,2534.0,767.0,375.0,22.0,12.0,17.0,21.0
2016-07-01 00:50:00,44046.0,910.0,521.0,1267.0,19.0,3.0,13.0,16.0
2016-07-01 00:55:00,45310.0,1688.0,476.0,1337.0,15.0,13.0,15.0,8.0
2016-07-01 01:00:00,48022.0,1391.0,591.0,1343.0,11.0,8.0,49.0,15.0
2016-07-01 01:05:00,40626.0,2039.0,575.0,1314.0,15.0,3.0,11.0,25.0
2016-07-01 01:10:00,46328.0,5865.0,618.0,969.0,16.0,26.0,15.0,28.0
2016-07-01 01:15:00,45713.0,1937.0,590.0,1189.0,29.0,33.0,18.0,22.0
2016-07-01 01:20:00,48224.0,2301.0,692.0,1321.0,17.0,61.0,11.0,119.0
2016-07-01 01:25:00,48889.0,1037.0,618.0,607.0,15.0,42.0,13.0,248.0
2016-07-01 01:30:00,49674.0,4028.0,627.0,812.0,27.0,31.0,15.0,24.0
2016-07-01 01:35:00,42653.0,3208.0,578.0,121.0,10.0,63.0,13.0,16.0
2016-07-01 01:40:00,43995.0,4315.0,717.0,27.0,9.0,46.0,7.0,24.0
2016-07-01 01:45:00,45958.0,591.0,695.0,146.0,24.0,49.0,9.0,23.0
2016-07-01 01:50:00,46094.0,4280.0,752.0,431.0,29.0,17.0,13.0,30.0
2016-07-01 01:55:00,43993.0,2385.0,638.0,367.0,10.0,99.0,17.0,20.0
2016-07-01 02:00:00,51321.0,4426.0,807.0,1210.0,11.0,155.0,13.0,31.0
2016-07-01 02:05:00,35014.0,3252.0,728.0,599.0,23.0,82.0,16.0,30.0
2016-07-01 02:10:00,38767.0,3663.0,594.0,778.0,27.0,35.0,13.0,17.0
2016-07-01 02:15:00,33455.0,1420.0,556.0,637.0,16.0,133.0,12.0,24.0
2016-07-01 02:20:00,41475.0,2801.0,665.0,1182.0,11.0,169.0,7.0,35.0
2016-07-01 02:25:00,39563.0,1745.0,696.0,1217.0,19.0,36.0,15.0,30.0
2016-07-01 02:30:00,37905.0,4639.0,664.0,1109.0,32.0,34.0,11.0,38.0
2016-07-01 02:35:00,38335.0,2435.0,595.0,510.0,24.0,33.0,11.0,15.0
2016-07-01 02:40:00,31798.0,2490.0,641.0,576.0,21.0,47.0,14.0,34.0
2016-07-01 02:45:00,35511.0,1835.0,741.0,824.0,18.0,174.0,17.0,136.0
2016-07-01 02:50:00,36717.0,4898.0,822.0,910.0,15.0,195.0,7.0,155.0
2016-07-01 02:55:00,34987.0,3144.0,699.0,594.0,12.0,74.0,13.0,193.0
2016-07-01 03:00:00,29576.0,4172.0,716.0,1.0,20.0,67.0,15.0,51.0
2016-07-01 03:05:00,30973.0,3592.0,658.0,288.0,18.0,137.0,5.0,24.0
2016-07-01 03:10:00,33225.0,2133.0,636.0,133.0,14.0,270.0,9.0,18.0
2016-07-01 03:15:00,30271.0,2655.0,801.0,258.0,27.0,41.0,22.0,30.0
2016-07-01 03:20:00,37595.0,2241.0,695.0,1.0,24.0,40.0,11.0,45.0
2016-07-01 03:25:00,27824.0,2151.0,660.0,389.0,36.0,88.0,9.0,29.0
2016-07-01 03:30:00,25938.0,1097.0,637.0,56.0,32.0,189.0,9.0,30.0
2016-07-01 03:35:00,34045.0,791.0,615.0,2.0,36.0,101.0,11.0,40.0
2016-07-01 03:40:00,37200.0,2100.0,690.0,2.0,37.0,24.0,9.0,15.0
2016-07-01 03:45:00,18075.0,1228.0,544.0,361.0,48.0,46.0,20.0,36.0
2016-07-01 03:50:00,21860.0,1812.0,557.0,138.0,68.0,16.0,9.0,22.0
2016-07-01 03:55:00,20765.0,357.0,446.0,0.0,72.0,12.0,15.0,27.0
2016-07-01 04:00:00,22229.0,2055.0,417.0,0.0,100.0,94.0,20.0,11.0
2016-07-01 04:05:00,19094.0,213.0,614.0,0.0,90.0,11.0,11.0,2.0
2016-07-01 04:10:00,12395.0,1016.0,511.0,0.0,104.0,13.0,11.0,6.0
2016-07-01 04:15:00,13845.0,1071.0,577.0,0.0,109.0,9.0,7.0,129.0
2016-07-01 04:20:00,18672.0,1346.0,486.0,126.0,94.0,11.0,9.0,65.0
2016-07-01 04:25:00,14255.0,273.0,600.0,285.0,109.0,6.0,11.0,10.0
2016-07-01 04:30:00,22815.0,1459.0,426.0,0.0,131.0,10.0,9.0,8.0
2016-07-01 04:35:00,14289.0,22.0,305.0,0.0,123.0,12.0,7.0,0.0
2016-07-01 04:40:00,16508.0,1999.0,247.0,0.0,127.0,8.0,7.0,4.0
2016-07-01 04:45:00,16062.0,521.0,225.0,0.0,167.0,0.0,9.0,1.0
2016-07-01 04:50:00,12193.0,511.0,157.0,0.0,149.0,11.0,7.0,8.0
2016-07-01 04:55:00,13422.0,76.0,126.0,0.0,170.0,18.0,7.0,13.0
2016-07-01 05:00:00,12266.0,733.0,231.0,0.0,120.0,7.0,13.0,3.0
2016-07-01 05:05:00,10830.0,607.0,234.0,0.0,145.0,6.0,7.0,5.0
2016-07-01 05:10:00,10979.0,704.0,355.0,0.0,97.0,13.0,7.0,5.0
2016-07-01 05:15:00,10912.0,35.0,389.0,0.0,131.0,30.0,7.0,5.0
2016-07-01 05:20:00,12453.0,708.0,391.0,0.0,100.0,24.0,9.0,2.0
2016-07-01 05:25:00,12463.0,159.0,322.0,0.0,96.0,22.0,12.0,3.0
2016-07-01 05:30:00,15630.0,943.0,402.0,0.0,108.0,42.0,8.0,2.0
2016-07-01 05:35:00,15179.0,52.0,452.0,0.0,111.0,20.0,5.0,36.0
2016-07-01 05:40:00,23225.0,25.0,586.0,0.0,95.0,45.0,7.0,4.0
2016-07-01 05:45:00,11077.0,17.0,516.0,0.0,91.0,34.0,9.0,11.0
2016-07-01 05:50:00,12934.0,1397.0,600.0,0.0,71.0,10.0,8.0,4.0
2016-07-01 05:55:00,11835.0,312.0,622.0,0.0,80.0,42.0,15.0,1.0
2016-07-01 06:00:00,12587.0,944.0,550.0,0.0,55.0,33.0,9.0,2.0
2016-07-01 06:05:00,16455.0,4.0,816.0,0.0,36.0,109.0,9.0,5.0
2016-07-01 06:10:00,17514.0,1088.0,636.0,0.0,33.0,109.0,10.0,6.0
2016-07-01 06:15:00,20143.0,204.0,541.0,0.0,25.0,44.0,7.0,0.0
2016-07-01 06:20:00,17024.0,1447.0,601.0,2.0,39.0,48.0,9.0,2.0
2016-07-01 06:25:00,14856.0,27.0,688.0,0.0,33.0,34.0,9.0,5.0
2016-07-01 06:30:00,20227.0,480.0,630.0,0.0,39.0,22.0,9.0,1.0
2016-07-01 06:35:00,21407.0,94.0,568.0,4.0,30.0,39.0,9.0,15.0
2016-07-01 06:40:00,22271.0,1005.0,547.0,34.0,48.0,25.0,7.0,7.0
2016-07-01 06:45:00,25851.0,215.0,675.0,3.0,38.0,29.0,7.0,8.0
2016-07-01 06:50:00,26555.0,3100.0,707.0,31.0,33.0,56.0,9.0,7.0
2016-07-01 06:55:00,26529.0,980.0,821.0,2.0,38.0,80.0,13.0,42.0
2016-07-01 07:00:00,22635.0,1346.0,690.0,25.0,33.0,146.0,11.0,45.0
2016-07-01 07:05:00,23619.0,788.0,760.0,335.0,26.0,57.0,11.0,9.0
2016-07-01 07:10:00,22093.0,2255.0,722.0,4.0,24.0,160.0,9.0,10.0
2016-07-01 07:15:00,21384.0,262.0,747.0,4.0,32.0,92.0,8.0,19.0
2016-07-01 07:20:00,23865.0,1622.0,722.0,1.0,32.0,60.0,7.0,15.0
2016-07-01 07:25:00,23366.0,907.0,780.0,395.0,47.0,59.0,11.0,16.0
2016-07-01 07:30:00,20451.0,709.0,781.0,724.0,21.0,65.0,11.0,9.0
2016-07-01 07:35:00,20695.0,1338.0,831.0,834.0,19.0,56.0,7.0,30.0
2016-07-01 07:40:00,19103.0,2076.0,826.0,920.0,33.0,47.0,6.0,24.0
2016-07-01 07:45:00,24866.0,3407.0,1167.0,55.0,58.0,88.0,7.0,13.0
2016-07-01 07:50:00,18125.0,3026.0,873.0,85.0,64.0,108.0,11.0,20.0
2016-07-01 07:55:00,18123.0,5512.0,769.0,716.0,60.0,76.0,9.0,5.0
2016-07-01 08:00:00,21524.0,4999.0,730.0,394.0,61.0,53.0,7.0,23.0
2016-07-01 08:05:00,19825.0,3326.0,872.0,1308.0,51.0,71.0,9.0,8.0
2016-07-01 08:10:00,20159.0,4499.0,737.0,608.0,61.0,72.0,11.0,30.0
2016-07-01 08:15:00,16092.0,1803.0,818.0,1292.0,76.0,45.0,9.0,18.0
2016-07-01 08:20:00,15916.0,3322.0,661.0,1338.0,50.0,104.0,9.0,168.0
2016-07-01 08:25:00,14597.0,1086.0,732.0,525.0,78.0,64.0,9.0,104.0
2016-07-01 08:30:00,16176.0,1983.0,788.0,0.0,112.0,77.0,9.0,11.0
2016-07-01 08:35:00,13688.0,17.0,758.0,0.0,63.0,82.0,7.0,23.0
2016-07-01 08:40:00,12843.0,2311.0,648.0,0.0,84.0,61.0,9.0,9.0
2016-07-01 08:45:00,15733.0,305.0,722.0,0.0,109.0,47.0,15.0,11.0
2016-07-01 08:50:00,15216.0,1964.0,694.0,0.0,105.0,148.0,7.0,12.0
2016-07-01 08:55:00,14171.0,456.0,645.0,1.0,100.0,120.0,13.0,10.0
2016-07-01 09:00:00,11556.0,4431.0,587.0,1.0,121.0,42.0,21.0,8.0
2016-07-01 09:05:00,15400.0,32.0,585.0,0.0,120.0,61.0,12.0,12.0
2016-07-01 09:10:00,12524.0,1654.0,710.0,0.0,126.0,112.0,13.0,1.0
2016-07-01 09:15:00,14618.0,241.0,592.0,0.0,129.0,40.0,21.0,11.0
2016-07-01 09:20:00,8930.0,1525.0,631.0,0.0,155.0,20.0,13.0,8.0
2016-07-01 09:25:00,7766.0,794.0,627.0,0.0,184.0,52.0,13.0,16.0
2016-07-01 09:30:00,6928.0,4637.0,651.0,0.0,169.0,35.0,15.0,4.0
2016-07-01 09:35:00,5875.0,1219.0,470.0,0.0,183.0,34.0,14.0,2.0
2016-07-01 09:40:00,3781.0,4667.0,558.0,0.0,200.0,36.0,13.0,118.0
2016-07-01 09:45:00,5806.0,1031.0,511.0,0.0,196.0,46.0,13.0,20.0
2016-07-01 09:50:00,6748.0,2352.0,611.0,0.0,200.0,47.0,20.0,1.0
2016-07-01 09:55:00,3386.0,162.0,398.0,0.0,280.0,28.0,15.0,1.0
2016-07-01 10:00:00,2717.0,2507.0,324.0,0.0,279.0,27.0,21.0,0.0
2016-07-01 10:05:00,2269.0,66.0,373.0,0.0,209.0,34.0,15.0,3.0
2016-07-01 10:10:00,2127.0,2202.0,379.0,0.0,277.0,40.0,9.0,5.0
2016-07-01 10:15:00,4333.0,124.0,341.0,0.0,251.0,6.0,9.0,5.0
2016-07-01 10:20:00,2108.0,1.0,328.0,0.0,260.0,2.0,7.0,3.0
2016-07-01 10:25:00,5667.0,933.0,206.0,0.0,239.0,3.0,7.0,4.0
2016-07-01 10:30:00,7387.0,609.0,192.0,2.0,244.0,15.0,13.0,4.0
2016-07-01 10:35:00,3486.0,680.0,225.0,0.0,280.0,13.0,9.0,3.0
2016-07-01 10:40:00,4373.0,708.0,158.0,727.0,239.0,12.0,9.0,1.0
2016-07-01 10:45:00,2380.0,467.0,127.0,0.0,299.0,15.0,9.0,2.0
2016-07-01 10:50:00,3137.0,198.0,177.0,394.0,241.0,3.0,9.0,4.0
2016-07-01 10:55:00,4308.0,67.0,192.0,0.0,258.0,2.0,13.0,3.0
2016-07-01 11:00:00,3039.0,12.0,170.0,218.0,229.0,0.0,9.0,23.0
2016-07-01 11:05:00,3213.0,15.0,117.0,484.0,271.0,3.0,7.0,1.0
2016-07-01 11:10:00,3118.0,586.0,121.0,121.0,301.0,2.0,28.0,1.0
2016-07-01 11:15:00,4750.0,194.0,119.0,0.0,310.0,4.0,7.0,8.0
2016-07-01 11:20:00,4998.0,400.0,85.0,0.0,246.0,2.0,7.0,5.0
2016-07-01 11:25:00,6871.0,454.0,94.0,0.0,277.0,3.0,9.0,1.0
2016-07-01 11:30:00,2494.0,405.0,93.0,0.0,291.0,0.0,14.0,3.0
2016-07-01 11:35:00,5866.0,162.0,229.0,462.0,352.0,1.0,11.0,6.0
2016-07-01 11:40:00,5030.0,69.0,63.0,0.0,349.0,0.0,8.0,8.0
2016-07-01 11:45:00,3487.0,185.0,107.0,0.0,331.0,0.0,7.0,3.0
2016-07-01 11:50:00,5300.0,198.0,114.0,396.0,328.0,0.0,9.0,3.0
2016-07-01 11:55:00,2342.0,103.0,70.0,428.0,365.0,0.0,15.0,10.0
2016-07-01 12:00:00,2835.0,25.0,74.0,0.0,303.0,0.0,28.0,1.0
2016-07-01 12:05:00,4702.0,920.0,62.0,0.0,312.0,2.0,12.0,0.0
2016-07-01 12:10:00,1569.0,58.0,75.0,0.0,338.0,0.0,7.0,3.0
2016-07-01 12:15:00,2141.0,2.0,70.0,0.0,325.0,2.0,7.0,0.0
2016-07-01 12:20:00,1597.0,500.0,51.0,0.0,331.0,30.0,9.0,49.0
2016-07-01 12:25:00,2000.0,59.0,53.0,0.0,303.0,3.0,6.0,3.0
2016-07-01 12:30:00,3007.0,276.0,76.0,0.0,318.0,7.0,13.0,3.0
2016-07-01 12:35:00,2011.0,485.0,96.0,0.0,359.0,1.0,9.0,8.0
2016-07-01 12:40:00,1971.0,0.0,80.0,0.0,371.0,2.0,7.0,2.0
2016-07-01 12:45:00,1137.0,0.0,60.0,0.0,325.0,1.0,9.0,3.0
2016-07-01 12:50:00,3785.0,1.0,55.0,428.0,345.0,0.0,7.0,1.0
2016-07-01 12:55:00,2968.0,264.0,50.0,0.0,352.0,0.0,13.0,3.0
2016-07-01 13:00:00,2794.0,0.0,56.0,0.0,392.0,3.0,11.0,0.0
2016-07-01 13:05:00,2587.0,0.0,80.0,0.0,351.0,0.0,9.0,5.0
2016-07-01 13:10:00,2431.0,0.0,54.0,0.0,362.0,2.0,7.0,7.0
2016-07-01 13:15:00,2860.0,1.0,44.0,0.0,361.0,1.0,9.0,0.0
2016-07-01 13:20:00,3438.0,0.0,30.0,0.0,284.0,0.0,9.0,4.0
2016-07-01 13:25:00,1766.0,50.0,54.0,0.0,284.0,3.0,5.0,3.0
2016-07-01 13:30:00,1860.0,542.0,154.0,1.0,369.0,2.0,14.0,4.0
2016-07-01 13:35:00,3556.0,2.0,58.0,1.0,312.0,0.0,15.0,22.0
2016-07-01 13:40:00,3162.0,0.0,60.0,0.0,299.0,2.0,14.0,0.0
2016-07-01 13:45:00,3954.0,0.0,53.0,0.0,358.0,0.0,7.0,1.0
2016-07-01 13:50:00,3183.0,142.0,90.0,1180.0,360.0,0.0,16.0,3.0
2016-07-01 13:55:00,3374.0,321.0,79.0,0.0,322.0,0.0,11.0,0.0
2016-07-01 14:00:00,2416.0,0.0,41.0,0.0,295.0,0.0,17.0,0.0
2016-07-01 14:05:00,3743.0,0.0,48.0,0.0,238.0,0.0,11.0,7.0
2016-07-01 14:10:00,3185.0,1.0,59.0,1135.0,226.0,0.0,8.0,0.0
2016-07-01 14:15:00,4293.0,237.0,210.0,471.0,266.0,0.0,11.0,0.0
2016-07-01 14:20:00,2698.0,720.0,452.0,0.0,217.0,1.0,11.0,2.0
2016-07-01 14:25:00,5132.0,0.0,193.0,0.0,208.0,0.0,11.0,1.0
2016-07-01 14:30:00,1473.0,0.0,126.0,0.0,192.0,0.0,7.0,0.0
2016-07-01 14:35:00,1039.0,0.0,65.0,0.0,205.0,0.0,9.0,0.0
2016-07-01 14:40:00,1004.0,0.0,429.0,0.0,172.0,0.0,5.0,0.0
2016-07-01 14:45:00,1399.0,0.0,315.0,0.0,163.0,4.0,9.0,2.0
2016-07-01 14:50:00,168.0,390.0,109.0,0.0,166.0,2.0,7.0,0.0
2016-07-01 14:55:00,2729.0,656.0,123.0,0.0,184.0,2.0,11.0,23.0
2016-07-01 15:00:00,2272.0,840.0,119.0,0.0,134.0,0.0,7.0,0.0
2016-07-01 15:05:00,3232.0,0.0,17.0,0.0,93.0,0.0,7.0,5.0
2016-07-01 15:10:00,3435.0,2.0,37.0,0.0,141.0,3.0,11.0,4.0
2016-07-01 15:15:00,5737.0,0.0,21.0,0.0,118.0,0.0,13.0,0.0
2016-07-01 15:20:00,5788.0,0.0,29.0,0.0,79.0,0.0,5.0,0.0
2016-07-01 15:25:00,5947.0,0.0,21.0,0.0,100.0,0.0,7.0,5.0
2016-07-01 15:30:00,5292.0,0.0,109.0,0.0,79.0,0.0,9.0,1.0
2016-07-01 15:35:00,5008.0,283.0,27.0,0.0,82.0,0.0,5.0,0.0
2016-07-01 15:40:00,5304.0,464.0,9.0,0.0,82.0,0.0,8.0,1.0
2016-07-01 15:45:00,5376.0,0.0,13.0,0.0,76.0,0.0,7.0,2.0
2016-07-01 15:50:00,5806.0,610.0,8.0,0.0,88.0,0.0,7.0,0.0
2016-07-01 15:55:00,4623.0,83.0,6.0,0.0,93.0,0.0,11.0,0.0
2016-07-01 16:00:00,7964.0,0.0,62.0,0.0,71.0,0.0,19.0,2.0
2016-07-01 16:05:00,5869.0,280.0,15.0,0.0,65.0,3.0,9.0,0.0
2016-07-01 16:10:00,4234.0,2.0,10.0,0.0,48.0,0.0,9.0,0.0
2016-07-01 16:15:00,4148.0,0.0,7.0,0.0,57.0,0.0,7.0,23.0
2016-07-01 16:20:00,4249.0,0.0,32.0,0.0,31.0,0.0,5.0,1.0
2016-07-01 16:25:00,3707.0,0.0,21.0,0.0,23.0,0.0,6.0,7.0
2016-07-01 16:30:00,4456.0,416.0,18.0,0.0,30.0,0.0,11.0,1.0
2016-07-01 16:35:00,3777.0,402.0,0.0,0.0,38.0,0.0,7.0,1.0
2016-07-01 16:40:00,3449.0,384.0,1.0,0.0,28.0,0.0,5.0,1.0
2016-07-01 16:45:00,2313.0,33.0,11.0,0.0,36.0,0.0,7.0,1.0
2016-07-01 16:50:00,3582.0,530.0,110.0,0.0,16.0,0.0,7.0,0.0
2016-07-01 16:55:00,3375.0,669.0,11.0,0.0,18.0,0.0,5.0,0.0
2016-07-01 17:00:00,2959.0,129.0,10.0,0.0,14.0,1.0,9.0,1.0
2016-07-01 17:05:00,2173.0,0.0,1.0,0.0,7.0,0.0,5.0,0.0
2016-07-01 17:10:00,2195.0,0.0,8.0,0.0,23.0,0.0,8.0,0.0
2016-07-01 17:15:00,2552.0,496.0,8.0,0.0,25.0,0.0,5.0,1.0
2016-07-01 17:20:00,3592.0,0.0,7.0,0.0,18.0,0.0,7.0,0.0
2016-07-01 17:25:00,2371.0,274.0,5.0,0.0,20.0,0.0,5.0,3.0
2016-07-01 17:30:00,2494.0,281.0,9.0,0.0,13.0,0.0,7.0,1.0
2016-07-01 17:35:00,2119.0,0.0,4.0,0.0,7.0,0.0,9.0,13.0
2016-07-01 17:40:00,2480.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0
2016-07-01 17:45:00,2591.0,0.0,1.0,0.0,17.0,0.0,5.0,0.0
2016-07-01 17:50:00,2100.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0
2016-07-01 17:55:00,3245.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0
2016-07-01 18:00:00,2507.0,0.0,0.0,0.0,4.0,75.0,8.0,1.0
2016-07-01 18:05:00,2762.0,0.0,1.0,0.0,11.0,4.0,5.0,0.0
2016-07-01 18:10:00,3509.0,0.0,2.0,0.0,5.0,7.0,7.0,2.0
2016-07-01 18:15:00,3084.0,0.0,9.0,0.0,5.0,1.0,5.0,0.0
2016-07-01 18:20:00,2277.0,0.0,1.0,0.0,9.0,0.0,7.0,2.0
2016-07-01 18:25:00,2474.0,0.0,5.0,0.0,10.0,0.0,5.0,2.0
2016-07-01 18:30:00,2386.0,0.0,9.0,0.0,8.0,0.0,7.0,1.0
2016-07-01 18:35:00,2818.0,0.0,4.0,0.0,9.0,2.0,5.0,2.0
2016-07-01 18:40:00,2784.0,0.0,4.0,0.0,4.0,1.0,5.0,0.0
2016-07-01 18:45:00,2326.0,0.0,2.0,0.0,9.0,6.0,5.0,0.0
2016-07-01 18:50:00,2133.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0
2016-07-01 18:55:00,2221.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0
2016-07-01 19:00:00,2097.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0
2016-07-01 19:05:00,3041.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0
2016-07-01 19:10:00,2989.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0
2016-07-01 19:15:00,2713.0,0.0,6.0,0.0,5.0,0.0,5.0,0.0
2016-07-01 19:20:00,2948.0,0.0,12.0,0.0,4.0,0.0,5.0,0.0
2016-07-01 19:25:00,2649.0,366.0,100.0,0.0,8.0,0.0,5.0,0.0
2016-07-01 19:30:00,2662.0,154.0,848.0,0.0,4.0,0.0,5.0,1.0
2016-07-01 19:35:00,2126.0,0.0,0.0,0.0,4.0,0.0,7.0,2.0
2016-07-01 19:40:00,1441.0,0.0,10.0,0.0,3.0,0.0,5.0,1.0
2016-07-01 19:45:00,559.0,0.0,17.0,0.0,2.0,0.0,5.0,1.0
2016-07-01 19:50:00,910.0,0.0,10.0,0.0,2.0,0.0,5.0,0.0
2016-07-01 19:55:00,2152.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0
2016-07-01 20:00:00,751.0,0.0,2.0,0.0,2.0,0.0,11.0,0.0
2016-07-01 20:05:00,45.0,0.0,1.0,0.0,2.0,0.0,5.0,1.0
2016-07-01 20:10:00,228.0,0.0,6.0,0.0,3.0,0.0,5.0,13.0
2016-07-01 20:15:00,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0
2016-07-01 20:20:00,502.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0
2016-07-01 20:25:00,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0
2016-07-01 20:30:00,33.0,0.0,10.0,0.0,2.0,0.0,5.0,0.0
2016-07-01 20:35:00,480.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0
2016-07-01 20:40:00,336.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0
2016-07-01 20:45:00,438.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0
2016-07-01 20:50:00,618.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0
2016-07-01 20:55:00,240.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0
2016-07-01 21:00:00,1.0,523.0,0.0,0.0,8.0,550.0,6.0,0.0
2016-07-01 21:05:00,738.0,566.0,0.0,0.0,1.0,1687.0,6.0,0.0
2016-07-01 21:10:00,527.0,0.0,0.0,0.0,5.0,1739.0,5.0,1.0
2016-07-01 21:15:00,0.0,0.0,0.0,0.0,2.0,1304.0,5.0,0.0
2016-07-01 21:20:00,201.0,453.0,0.0,0.0,5.0,1040.0,5.0,0.0
2016-07-01 21:25:00,576.0,0.0,0.0,0.0,9.0,1226.0,5.0,1.0
2016-07-01 21:30:00,8.0,0.0,8.0,0.0,21.0,714.0,5.0,5.0
2016-07-01 21:35:00,0.0,0.0,0.0,0.0,6.0,786.0,7.0,0.0
2016-07-01 21:40:00,0.0,779.0,0.0,0.0,13.0,738.0,5.0,0.0
2016-07-01 21:45:00,0.0,0.0,0.0,0.0,17.0,733.0,5.0,0.0
2016-07-01 21:50:00,717.0,0.0,0.0,0.0,24.0,1373.0,5.0,0.0
2016-07-01 21:55:00,600.0,0.0,0.0,0.0,32.0,595.0,6.0,0.0
2016-07-01 22:00:00,155.0,0.0,0.0,0.0,37.0,206.0,18.0,0.0
2016-07-01 22:05:00,505.0,0.0,1.0,0.0,48.0,228.0,11.0,0.0
2016-07-01 22:10:00,0.0,0.0,2.0,0.0,49.0,158.0,9.0,0.0
2016-07-01 22:15:00,377.0,0.0,1.0,0.0,67.0,134.0,7.0,0.0
2016-07-01 22:20:00,0.0,0.0,3.0,0.0,79.0,86.0,9.0,1.0
2016-07-01 22:25:00,2221.0,0.0,5.0,0.0,90.0,34.0,5.0,0.0
2016-07-01 22:30:00,777.0,0.0,13.0,0.0,110.0,0.0,7.0,0.0
2016-07-01 22:35:00,2274.0,0.0,2.0,0.0,94.0,0.0,5.0,0.0
2016-07-01 22:40:00,804.0,0.0,5.0,0.0,93.0,0.0,9.0,0.0
2016-07-01 22:45:00,853.0,0.0,9.0,0.0,125.0,0.0,7.0,6.0
2016-07-01 22:50:00,1761.0,0.0,10.0,0.0,156.0,0.0,7.0,0.0
2016-07-01 22:55:00,224.0,0.0,0.0,0.0,148.0,0.0,7.0,0.0
2016-07-01 23:00:00,249.0,0.0,615.0,0.0,152.0,6.0,75.0,1.0
2016-07-01 23:05:00,258.0,2.0,2193.0,0.0,164.0,38.0,54.0,0.0
2016-07-01 23:10:00,805.0,0.0,2356.0,0.0,238.0,46.0,9.0,1.0
2016-07-01 23:15:00,1640.0,0.0,1841.0,0.0,216.0,0.0,10.0,0.0
2016-07-01 23:20:00,1487.0,0.0,1250.0,0.0,225.0,0.0,7.0,0.0
2016-07-01 23:25:00,2923.0,0.0,1052.0,0.0,245.0,0.0,9.0,1.0
2016-07-01 23:30:00,2312.0,0.0,992.0,0.0,232.0,0.0,8.0,0.0
2016-07-01 23:35:00,3458.0,0.0,489.0,0.0,237.0,0.0,7.0,0.0
2016-07-01 23:40:00,5284.0,0.0,575.0,0.0,192.0,0.0,8.0,3.0
2016-07-01 23:45:00,5871.0,0.0,949.0,0.0,221.0,0.0,7.0,2.0
2016-07-01 23:50:00,5180.0,1.0,778.0,0.0,261.0,0.0,10.0,0.0
2016-07-01 23:55:00,8368.0,390.0,346.0,0.0,272.0,0.0,8.0,3.0
2016-07-02 00:00:00,8960.0,788.0,238.0,2.0,339.0,0.0,51.0,4.0
2016-07-02 00:05:00,20911.0,294.0,188.0,164.0,340.0,0.0,9.0,39.0
2016-07-02 00:10:00,28558.0,2145.0,170.0,0.0,322.0,0.0,11.0,3.0
2016-07-02 00:15:00,32063.0,2147.0,211.0,2.0,304.0,0.0,9.0,12.0
2016-07-02 00:20:00,35313.0,3680.0,174.0,676.0,294.0,0.0,9.0,14.0
2016-07-02 00:25:00,30985.0,1470.0,86.0,847.0,320.0,0.0,12.0,19.0
2016-07-02 00:30:00,31597.0,1380.0,130.0,223.0,323.0,14.0,9.0,11.0
2016-07-02 00:35:00,34512.0,1098.0,170.0,1.0,368.0,0.0,9.0,12.0
2016-07-02 00:40:00,35829.0,1921.0,180.0,0.0,256.0,1.0,11.0,15.0
2016-07-02 00:45:00,32577.0,1212.0,151.0,127.0,289.0,0.0,8.0,28.0
2016-07-02 00:50:00,33143.0,2242.0,202.0,669.0,336.0,1.0,13.0,8.0
2016-07-02 00:55:00,36808.0,1663.0,166.0,1252.0,353.0,0.0,15.0,31.0
